Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At
Old Confidence Lodge,Riverport,NS,B0J 2W0,"3831 Nova Scotia 332, Riverport, NS B0J 2W0",N/A,https://www.oldconfidence.ca/,"Music Venue, Recording Studio, Rental, School","Acoustic, Alt Country, Americana, Bluegrass, Blues, Country, Folk, Jazz, Old Time, Rock, Roots Music, Singer-Songwriter",150,N/A,N/A,"""Built in 1929, The Old Confidence Lodge been home to secret meetings, community dinners, dances, and wild parties. In the 2000s the space was converted into a recording studio and concert space, bringing in some of Canada’s top artists including Matt Mays, Caribou Run, Rich Aucoin, Corey Isenor and Jennah Barry. In 2022, the Lodge began its newest transformation to include its happenings to theatrical performances, voice, dance and piano classes, monthly community events, and weddings."" Shows are held on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/OldConfidenceLodge,https://www.instagram.com/oldconfidencelodge,Lookout Tower; Robert Thomas and the sessionmen; Robert Thomas and the sessionmen,https://www.indieonthemove.com/venues/old-confidence-lodge-riverport-nova-scotia,https://www.indieonthemove.com/venues/old-confidence-lodge-riverport-nova-scotia,Nova Scotia,2026-05-03T13:56:52
Gus' Pub,Halifax,NS,B3K 4C7,"2605 Agricola Street, Halifax, NS B3K 4C7",N/A,N/A,"Music Venue, Pub",All Genres,150,19+,N/A,"""Halifax's #1 Live Music Venue, Eatery and Tiny Casino."" Shows are held up to 7 nights a week.",Requires Premium,https://www.facebook.com/guspubandgrill/,https://www.instagram.com/guspubandgrill/,Mizzle; RobbieG; Iron Kingdom,https://www.indieonthemove.com/venues/gus-pub-halifax-nova-scotia,https://www.indieonthemove.com/venues/gus-pub-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:57
Music Mountain,Thorburn,NS,B0K 1W0,"723 Thorburn Road, Thorburn, NS B0K 1W0",N/A,http://musicmountain.ca/,"Music Festival, Music Venue, Outdoor Performance Space, Seasonal","Bluegrass, Blues, Classic Rock, Country, Rock",N/A,N/A,N/A,"""Music Mountain is an outdoor concert venue with live music shows several times per year [on weekends]. Camping on site is permitted. Rock Blues Country Bluegrass etc.""",Requires Premium,https://www.facebook.com/MusicMountainCanada/,https://www.instagram.com/musicmountaincanada,Zuffalo; Krafty Kuts; Good Dear Good,https://www.indieonthemove.com/venues/music-mountain-thorburn-nova-scotia,https://www.indieonthemove.com/venues/music-mountain-thorburn-nova-scotia,Nova Scotia,2026-05-03T13:57:02
The Old Triangle Irish Alehouse,Sydney,NS,B1P 1E2,"424 Charlotte Street, Sydney, NS B1P 1E2",N/A,https://www.oldtrianglesydneyns.com/welcome/,"Music Venue, Restaurant, Pub","Acoustic, Celtic, Classic Rock, Folk, Folk Rock, Irish, Jazz, Rock, Singer-Songwriter, Soul, Traditional",N/A,19+,N/A,"""Food for the Body, Drink for the Spirit, Music for the Soul."" Most shows take place on Friday and Saturday nights. Browse additional Old Triangle Irish Alehouse locations.",Requires Premium,https://www.facebook.com/TheOldTriangleSydney/,https://www.instagram.com/the_old_triangle_/,N/A,https://www.indieonthemove.com/venues/the-old-triangle-irish-alehouse-sydney-nova-scotia,https://www.indieonthemove.com/venues/the-old-triangle-irish-alehouse-sydney-nova-scotia,Nova Scotia,2026-05-03T13:57:07
The Schoolhouse,Peggy's Cove,NS,B3Z 3S2,"19 Seagull Lane, Peggy's Cove, NS B3Z 3S2",N/A,https://www.theschoolhousens.ca/,"Music Venue, Seasonal","Acoustic, Americana, Classical, Folk, Singer-Songwriter, Traditional",64,N/A,N/A,"""A historic and intimate performance and gathering space in the heart of Peggy’s Cove, Nova Scotia."" Shows can be held any night of the week from late April to mid October.",Requires Premium,https://www.facebook.com/theschoolhousens/,https://www.instagram.com/theschoolhousens/,N/A,https://www.indieonthemove.com/venues/the-schoolhouse-peggys-cove-nova-scotia,https://www.indieonthemove.com/venues/the-schoolhouse-peggys-cove-nova-scotia,Nova Scotia,2026-05-03T13:57:11
Glasgow Square Theatre,New Glasgow,NS,B2H 5E1,"155 Riverside Parkway, New Glasgow, NS B2H 5E1",N/A,https://www.glasgowsquare.com/,"Music Venue, Outdoor Performance Space",All Genres,200,N/A,N/A,"""Situated on the beautiful East River of Pictou in New Glasgow's downtown core, Glasgow Square Theatre provides year-round entertainment with its award-winning indoor and outdoor stage. Since its opening in September of 2001, Glasgow Square has flourished and evolved, presenting a wide variety of performing arts including contemporary music, comedy, dance, live theatre, and more."" Shows can be held any night of the week. Age requirement can vary.",Requires Premium,https://www.facebook.com/glasgowsquare/,https://www.instagram.com/glasgowsquare/,Andre Pettipas and The Giants; PRINCESS; YASSiN & Sean Terrio; Mat Hughes,https://www.indieonthemove.com/venues/glasgow-square-theatre-new-glasgow-nova-scotia,https://www.indieonthemove.com/venues/glasgow-square-theatre-new-glasgow-nova-scotia,Nova Scotia,2026-05-03T13:57:17
The Barrington Steakhouse & Oyster Bar,Halifax,NS,B3J 2A2,"1662 Barrington Street, Halifax, NS B3J 2A2",N/A,https://barringtonsteakhouse.ca/,"Bar, Music Venue, Restaurant","Acoustic, Jazz",N/A,21+,N/A,"""Halifax’s Premium Steakhouse Experience. Known for our Atlantic beef dry-aged in-house, fresh oysters, top-tier wine list, and elegant atmosphere."" They host live music in the bar every Thursday-Saturday and sometimes on Sundays too.",Requires Premium,https://www.facebook.com/BarringtonSteak/,https://www.instagram.com/barringtonsteakhouse/,N/A,https://www.indieonthemove.com/venues/the-barrington-steakhouse-oyster-bar-halifax-nova-scotia,https://www.indieonthemove.com/venues/the-barrington-steakhouse-oyster-bar-halifax-nova-scotia,Nova Scotia,2026-05-03T13:57:22
Marigold Cultural Centre,Truro,NS,B2N 1G2,"605 Prince Street, Truro, NS B2N 1G2",N/A,https://www.marigoldcentre.ca/,"Music Venue, Rental",All Genres,208,N/A,N/A,"""The centre houses a 208-seat theatre, a small art gallery, a workshop space for arts-in-education programs, a sports heritage hall, a boardroom, & offices."" Concerts can be held any night of the week.",Requires Premium,https://www.facebook.com/marigoldcentre,https://www.instagram.com/marigoldcentre/,Mary Frances; Rob Lutes; The Barra MacNeils; Ben Caplan; The Johnny Cash Songbook; Maggie's Wake; Iron Kingdom; The Once; Harry Manx; DEE HERNANDEZ,https://www.indieonthemove.com/venues/marigold-cultural-centre-truro-nova-scotia,https://www.indieonthemove.com/venues/marigold-cultural-centre-truro-nova-scotia,Nova Scotia,2026-05-03T13:57:25
The Music Room,Halifax,NS,B3K 2R9,"6181 Lady Hammond Road, Halifax, NS B3K 2R9",N/A,https://www.themusicroom.ca/,"Music Venue, Rental","Chamber, Classical, Folk, Jazz, Pop",105,N/A,N/A,"""The Peggy Corkum Music Room is a concert hall, events venue and multi-camera livestreaming production facility that offers one of the finest spaces in Canada. Located in Halifax, Nova Scotia."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/scotiafestivalofmusic,https://www.instagram.com/scotiafestival,N/A,https://www.indieonthemove.com/venues/the-music-room-halifax-nova-scotia,https://www.indieonthemove.com/venues/the-music-room-halifax-nova-scotia,Nova Scotia,2026-05-03T13:57:30
RadStorm,Halifax,NS,B3K 3B5,"2177 Gottingen Street, Halifax, NS B3K 3B5",N/A,https://www.radstorm.org/,"Music Venue, LGBTQIA+ Friendly",All Genres,N/A,N/A,N/A,"""RadStorm is a non-profit community arts center located in Kjipuktuk/Halifax, which promotes creative and progressive cultural activities for all age groups through a DIY approach. It is important to note that our space is a dry-space, meaning no drinks are allowed inside the space. Our center provides avenues for music rehearsal, recording studio, music shows, screenprinting, a zine library, LGBTQ2S+ events, art exhibitions, educational workshops, and social and political discussions."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/radstormhfx,https://www.instagram.com/radstorm902/,N/A,https://www.indieonthemove.com/venues/radstorm-hallifax-nova-scotia,https://www.indieonthemove.com/venues/radstorm-hallifax-nova-scotia,Nova Scotia,2026-05-03T13:57:35
Paradise Community Hall,Paradise,NS,B0S 1R0,"10300 Evangeline Trail, Paradise, NS B0S 1R0",N/A,N/A,Music Venue,"Acoustic, Americana, Blues, Country, Folk, Rock, Roots Music, Singer-Songwriter",125,N/A,N/A,"A community center in Nova Scotia."" They host live music intermittently throughout the year, but shows can be held any night of the week.",Requires Premium,https://www.facebook.com/profile.php?id=100069752247136,N/A,N/A,https://www.indieonthemove.com/venues/paradise-community-hall-paradise-nova-scotia,https://www.indieonthemove.com/venues/paradise-community-hall-paradise-nova-scotia,Nova Scotia,2026-05-03T13:57:39
Evergreen Theatre,Margaretsville,NS,B0S 1N0,"1941 Stronach Mountain Road, Margaretsville, NS B0S 1N0",N/A,https://evergreentheatre.ca/,"Music Venue, Rental","Acoustic, Americana, Folk, Old Time, Roots Music, Singer-Songwriter, Traditional, World",115,N/A,N/A,"""The Evergreen Theatre is the sole project of the Fundy Folk Association; founded in 1991 as a not-for-profit, volunteer-run organization with a committed Board of Directors."" Shows can be held any day of the week.",Requires Premium,https://www.facebook.com/evergreentheatre,https://www.instagram.com/evergreen_theatre/,Mary Frances; Mama's Broke; Donovan Woods; The Pairs; The Once; Harry Manx,https://www.indieonthemove.com/venues/evergreen-theatre-margaretsville-nova-scotia,https://www.indieonthemove.com/venues/evergreen-theatre-margaretsville-nova-scotia,Nova Scotia,2026-05-03T13:57:44
Kings Arms Pub,Kentville,NS,B4N 1K8,"390 Main Street, Kentville, NS B4N 1K8",N/A,https://www.kingsarmspub.ca/,"Music Venue, Pub","All Genres, Acoustic",N/A,N/A,N/A,This pub hosts live music on Friday and Saturday nights.,Requires Premium,https://www.facebook.com/kingsarmsbylewmurphys,https://www.instagram.com/kingsarmskentville/,N/A,https://www.indieonthemove.com/venues/kings-arms-pub-kentville-nova-scotia,https://www.indieonthemove.com/venues/kings-arms-pub-kentville-nova-scotia,Nova Scotia,2026-05-03T13:57:48
The Celtic Corner,Dartmouth,NS,B2Y 2N7,"69 Alderney Drive, Dartmouth, NS B2Y 2N7",N/A,https://www.celticcorner.ca/,"Music Venue, Restaurant, Pub","Celtic, Folk, Irish, Old Time",86,19+,N/A,"""Come enjoy great food and listen to traditional maritime music with origins from Ireland, Scotland, England, Newfoundland, PEI, our own Nova Scotia, and countless more places enriched by local tales and history."" Live music is typically held Thursday-Saturday nights.",Requires Premium,https://www.facebook.com/celticcorner.ca/,https://www.instagram.com/celtic.corner/,N/A,https://www.indieonthemove.com/venues/the-celtic-corner-dartmouth-nova-scotia,https://www.indieonthemove.com/venues/the-celtic-corner-dartmouth-nova-scotia,Nova Scotia,2026-05-03T13:57:53
Bearly's House of Blues and Ribs,Halifax,NS,B3J 2C3,"1579 Grafton Street, Halifax, NS B3J 2C3",N/A,https://www.bearlys.ca/,"Music Venue, Bar, Restaurant, Jazz & Blues","Blues, Jazz",N/A,18+,N/A,"""Halifax's home of live music."" They host live music 5 nights a week, Friday-Tuesday, as well as on Sunday afternoons. Sunday nights are reserved for a Blues jam and Mondays and Tuesdays for regular performers. Those under 18 can attend a show as long as they are accompanied by a parent or legal guardian.",Requires Premium,https://www.facebook.com/bearlys,https://www.instagram.com/bearlyshouseofblues/,Nicholas Campbell; Lookout Tower; Petunia & The Vipers; Gourmet Club,https://www.indieonthemove.com/venues/bearlys-house-of-blues-and-ribs-halifax-nova-scotia,https://www.indieonthemove.com/venues/bearlys-house-of-blues-and-ribs-halifax-nova-scotia,Nova Scotia,2026-05-03T13:57:58
Big Leagues,Dartmouth,NS,B2V 2J5,"920 Cole Harbour Road, Dartmouth, NS B2V 2J5",N/A,https://bigleagues.ca/,"Music Venue, Bar, Restaurant, Pub","Blues, Metal, Rock",N/A,19+,N/A,"""Lots of great entertainment, friendly staff, great drink specials, and great food -- we are Cole Harbour's neighborhood restaurant and bar for fun with friends and family."" Live music is held on Saturday nights.",Requires Premium,https://www.facebook.com/BigLeaguesDiningRoomandLounge/,N/A,N/A,https://www.indieonthemove.com/venues/big-leagues-dartmouth-nova-scotia,https://www.indieonthemove.com/venues/big-leagues-dartmouth-nova-scotia,Nova Scotia,2026-05-03T13:58:03
The Bus Stop Theatre,Halifax,NS,B3K 3B5,"2203 Gottingen Street, Halifax, NS B3K 3B5",N/A,https://busstoptheatre.coop/,"Music Venue, Rental",All Genres,149,N/A,N/A,"""The Bus Stop is an intimate black box theatre art space in The North End of Halifax, Nova Scotia. It is a home for music, theatre, film, dance, visual art and more."" Live music and events can be held any day/night of the week.",Requires Premium,https://www.facebook.com/thebusstoptheatre/,https://www.instagram.com/busstoptheatre/,Death Before Dishonor; Thousand Knives; Northwalk; dulse; xtaye; De534n; Lo & the High Road,https://www.indieonthemove.com/venues/the-bus-stop-theatre-halifax-nova-scotia,https://www.indieonthemove.com/venues/the-bus-stop-theatre-halifax-nova-scotia,Nova Scotia,2026-05-03T13:58:07
The Carleton Music Bar & Grill,Halifax,NS,B3J 2B5,"1685 Argyle Street, Halifax, NS B3J 2B5",N/A,https://www.thecarleton.ca/,"Music Venue, Bar, Restaurant",All Genres,115,N/A,N/A,"""The Carleton delivers fresh, locally inspired, elevated comfort food and a top selection of Nova Scotia craft beers, wine, and spirits. Widely known as one of Atlantic Canada’s premier live music venues, The Carleton is housed in the oldest commercial building in Halifax, originally a residence built in 1760."" Concerts are held Wednesday - Sunday nights.",Requires Premium,https://www.facebook.com/TheCarletonHalifax/,https://www.instagram.com/carletonhalifax/,Dallas Alexander; Cameron Nickerson; Shaun Kirk; Leeroy Stagger; Robert Thomas; Robert Thomas and the sessionmen; Pretty Archie; Brass Camel; Field Guide; John Allaire,https://www.indieonthemove.com/venues/the-carleton-music-bar-grill-halifax-nova-scotia,https://www.indieonthemove.com/venues/the-carleton-music-bar-grill-halifax-nova-scotia,Nova Scotia,2026-05-03T13:58:13
Montes Showbar & Grill,Dartmouth,NS,B2X 2C5,"245 Waverley Road, Dartmouth, NS B2X 2C5",N/A,https://www.montes.ca/,"Music Venue, Bar",All Genres,N/A,19+,N/A,"""Neighborhood pub featuring the best in live music."" Shows are held on Friday and Saturday nights with an open jam on Thursday nights.",Requires Premium,https://www.facebook.com/groups/2250971217/,https://www.instagram.com/montesshowbargrill/,Nick Beaton; Dali Van Gogh; Montgomery Night,https://www.indieonthemove.com/venues/montes-showbar-grill-dartmouth-nova-scotia,https://www.indieonthemove.com/venues/montes-showbar-grill-dartmouth-nova-scotia,Nova Scotia,2026-05-03T13:58:18
Oasis Pub & Eatery,Halifax,NS,B3J 1G9,"5661 Spring Garden Road, Halifax, NS B3J 1G9",N/A,N/A,"Music Venue, Restaurant, Pub",All Genres,400,19+,N/A,"""Opening its doors in 1949 as the Lord Nelson Tavern, Oasis is now the oldest tavern in Halifax."" Live music is held on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/oasispub,N/A,N/A,https://www.indieonthemove.com/venues/oasis-pub-eatery-halifax-nova-scotia,https://www.indieonthemove.com/venues/oasis-pub-eatery-halifax-nova-scotia,Nova Scotia,2026-05-03T13:58:22
DeCoste Performing Arts Centre,Pictou,NS,B0K 1H0,"99 Water Street, Pictou, NS B0K 1H0",N/A,https://decostecentre.ca/,"Music Venue, Rental",All Genres,420,N/A,N/A,"""The deCoste Performing Arts Centre opened in 1982 with a fantastic performance by Rita MacNeil. Since then we have featured thousands of great performers from East Coast favourites to international headliners: Great Big Sea, Buffy Sainte Marie, k.d. lang, Natalie MacMaster, Matt Anderson and many more. Today the deCoste presents over 100 shows and events throughout the year. Our popular Festival of Summer Sounds during July and August each year features daily performances from Tuesdays to Thursdays as well as some weekends. We host entertaining productions by our local community theatre group, celebrate sold out recitals by local ballet schools and present musicians and bands working in and across genres from rock 'n' roll to folk, from classical to bluegrass."" Concerts can be held any night of the week.",Requires Premium,https://www.facebook.com/decostecentre/,N/A,Mary Frances; The Barra MacNeils; Classified; Connie Kaldor; Lisa Richard music; Ryan Davidson Guitar,https://www.indieonthemove.com/venues/decoste-performing-arts-centre-pictou-nova-scotia,https://www.indieonthemove.com/venues/decoste-performing-arts-centre-pictou-nova-scotia,Nova Scotia,2026-05-03T13:58:27
