Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At,venue_type,lat,lon,Raw_Building_Area_SqFt,Building_Area_SqFt,Multi_Tenant_Flag,heuristic_capacity,Estimated_Capacity,Estimated_Capacity_Low,Estimated_Capacity_High,Estimation_Method,Confidence
Park Theatre,Winnipeg,MB,R3L 2B9,"698 Osborne Street, Winnipeg, MB R3L 2B9",,https://myparktheatre.com/,Music Venue,All Genres,550.0,,,"""Winnipeg’s premier live event venue. With over 300 events a year spanning music, comedy, theatre, and film."" Live music and events can be held any night of the week. Age requirement can vary.",Requires Premium,https://www.facebook.com/ParKTheatreCafe,https://www.instagram.com/parktheatre/,Black Flag; Crowbar; Cancer Bats; Art of Attrition; Gatecreeper; Spectral Wound; John Shambles; Mark Reeves; Bobby Bazini; Apollo Suns,https://www.indieonthemove.com/venues/park-theatre-winnipeg-manitoba,https://www.indieonthemove.com/venues/park-theatre-winnipeg-manitoba,Manitoba,2026-05-03T13:54:13,theatre,,,,,False,,550.0,550.0,550.0,known,known
West End Cultural Centre,Winnipeg,MB,R3B 1Z8,"586 Ellice Avenue, Winnipeg, MB R3B 1Z8",,https://www.wecc.ca/,"Music Venue, Rental",All Genres,380.0,,,"""Primarily a music venue, the WECC is a non-profit, charitable organization that promotes local, national, and international artists by fostering artistic development. We present, enable and encourage live music and artistic expression and provide a meeting place for artists and the community. Many musicians have walked through our doors on their way to stardom. Performers appreciate the intimate nature and superb sound of the theatre, as well as the dedicated audience and devoted volunteers. A few of the performers to play the WECC have been: Ron Sexsmith, Bruce Cockburn, Neko Case, NoMeansNo, The Weakerthans, Feist, Austra, T-Model Ford, Shane Koyczan, Martha Wainright, Zucchero, Sarah Harmer, Danny Michel, Martin Sexton, Daniel Champagne, Gordon Lightfoot, Tanya Tagaq, Leif Vollebekk, Victoria Williams, Lyle Lovett, and John K Samson."" Live music and events can be held any night of the week.",Requires Premium,https://www.facebook.com/WestEndCulturalCentre/,https://www.instagram.com/thewecc/,Daniel Champagne; Felix Riebl; Ollie McGill; Carsie Blanton; Josh Thomas,https://www.indieonthemove.com/venues/west-end-cultural-centre-winnipeg-manitoba,https://www.indieonthemove.com/venues/west-end-cultural-centre-winnipeg-manitoba,Manitoba,2026-05-03T13:54:17,theatre,,,,,False,,380.0,380.0,380.0,known,known
The Pyramid Cabaret,Winnipeg,MB,R3C 1C9,"176 Fort Street, Winnipeg, MB R3C 1C9",,https://pyramidcabaret.com/,"Music Venue, Rental",All Genres,400.0,18+,,"""A great venue to watch a band, dance, sit on the patio, laugh to comedy and have a good time."" Concerts can be held any night of the week.",Requires Premium,https://www.facebook.com/ThePyramidCabaret,https://www.instagram.com/pyramidcabaret/,Reverend Horton Heat; The Surfrajettes,https://www.indieonthemove.com/venues/the-pyramid-cabaret-winnipeg-manitoba,https://www.indieonthemove.com/venues/the-pyramid-cabaret-winnipeg-manitoba,Manitoba,2026-05-03T13:54:21,club,,,,,False,,400.0,400.0,400.0,known,known
Shannon's Irish Pub,Winnipeg,MB,R3C 3H9,"175 Carlton Street, Winnipeg, MB R3C 3H9",,https://shannonsirishpub.ca/,"Music Venue, Restaurant, Pub, Open Mic",All Genres,,19+,,"""Located under the streets of Downtown Winnipeg, Shannon’s Irish Pub is Winnipeg’s best kept secret...We offer home style food, 21 beers on tap, V.Q.A wines, local craft beers, fine scotch and Irish whisky. Live Entertainment on the Jameson stage every night of the week. Karaoke on Tuesdays, Thursdays and Saturdays, Open mic on Wednesdays, local musicians Fridays and Celtic jam session Saturday afternoons...Family friendly until 9:00 p.m.""",Requires Premium,https://www.facebook.com/shannonsirishpub/,https://www.instagram.com/shannonsirishpub/,,https://www.indieonthemove.com/venues/shannons-irish-pub-winnipeg-manitoba,https://www.indieonthemove.com/venues/shannons-irish-pub-winnipeg-manitoba,Manitoba,2026-05-03T13:54:27,bar,,,,,False,,275.0,110.0,690.0,province_type_median,low
Times Change(d) High and Lonesome Club,Winnipeg,MB,R3C 1A8,"234 Main Street, Winnipeg, MB R3C 1A8",,https://highandlonesomeclub.ca/,"Music Venue, Night Club","Blues, Country, Rock, Roots Music",,18+,,"""Winnipeg's favourite little honky tonk is proud to present the finest in roots and blues music."" Most shows take place Thursday-Saturday nights with an open jam on Sundays.",Requires Premium,https://www.facebook.com/timeschangedwpg/,https://www.instagram.com/timeschangedwpg/,Zachary Lucky; Bob Log III; Supalung; Lil' Ed & The Blues Imperials; Lil' Ed & The Blues Imperials,https://www.indieonthemove.com/venues/times-changed-high-and-lonesome-club-winnipeg-manitoba,https://www.indieonthemove.com/venues/times-changed-high-and-lonesome-club-winnipeg-manitoba,Manitoba,2026-05-03T13:55:02,club,,,,,False,,255.0,100.0,640.0,province_type_median,low
King's Head,Winnipeg,MB,R3B 1H9,"120 King Street, Winnipeg, MB R3B 1H9",,https://www.kingshead.ca/,"Music Venue, Pub",All Genres,400.0,18+,,"""Located in the heart of Winnipeg's historic Exchange District, the King's Head Pub has been a Winnipeg institution for three decades. The King's Head Pub offers a fantastic selection of food. From traditional pub fare, to authentic and delicious curry dishes that are made from unchanged family recipes. We also have one of the largest draft selections in the city, over 30 beers and lagers to be exact. Come try the best of Winnipeg's craft breweries, or satisfy that craving with an international favourite. The choice is yours. In addition to crushing the food and beverage game, the King's Head Pub is also one of the premiere event locations in Winnipeg. Featuring a stage on the second floor with a full service bar, and a lower floor open for reservations that has been dubbed ""The Duchess"", the King's Head Pub can handle anything. Whether it's live music from different bands every weekend, live theatre acts during Fringe Festival, or weddings and socials featuring full service catering and entertainment, we got you covered."" Concerts are held Thursday - Saturday nights.",Requires Premium,https://www.facebook.com/kingsheadwpg/,,,https://www.indieonthemove.com/venues/kings-head-winnipeg-manitoba,https://www.indieonthemove.com/venues/kings-head-winnipeg-manitoba,Manitoba,2026-05-03T13:55:07,bar,,,,,False,,400.0,400.0,400.0,known,known
Bulldog Event Center,Winnipeg,MB,R2W 3T8,"1364 Main Street, Winnipeg, MB R2W 3T8",,,Music Venue,All Genres,400.0,,,"""Bulldog Event Centre, all in one social and event centre."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/Bulldogeventcenter,https://www.instagram.com/bulldogsonmain/,,https://www.indieonthemove.com/venues/bulldog-event-center-winnipeg-manitoba,https://www.indieonthemove.com/venues/bulldog-event-center-winnipeg-manitoba,Manitoba,2026-05-03T13:55:12,venue,,,,,False,,400.0,400.0,400.0,known,known
The Handsome Daughter,Winnipeg,MB,R3C 2B3,"61 Sherbrook Street, Winnipeg, MB R3C 2B3",,,"Music Venue, Pub, Comedy Club",All Genres,110.0,18+,,"""The Handsome Daughter is a live music venue and bar in West Broadway."" While most shows take place Wednesday - Saturday nights, any night of the week is possible.",Requires Premium,https://www.facebook.com/thehandsomedaughter/,https://www.instagram.com/thehandsomedaughter/,ka lok; Tyson Ray Borsboom; Pony Gold; Doug McArthur; Prisoner; Lewd Antics; Northcote; Lauren Dillen,https://www.indieonthemove.com/venues/the-handsome-daughter-winnipeg-manitoba,https://www.indieonthemove.com/venues/the-handsome-daughter-winnipeg-manitoba,Manitoba,2026-05-03T13:55:17,club,,,,,False,,110.0,110.0,110.0,known,known
Royal George Hotel,Winnipeg,MB,R2C 1R1,"123 Regent Avenue West, Winnipeg, MB R2C 1R1",,https://www.royalgeorgehotel.ca/,Music Venue,"Acoustic, Blues, Classic Rock, Country, Dance, Folk, Rock, Singer-Songwriter, Top 40",240.0,18+,,"""The Royal George has come a long way in being recognized as a top Venue in the Winnipeg music scene. A warm and comforting environment with a large variety of music history and memorabilia displayed throughout the venue, giving it a museum like experience that adds to the live music experience."" They host live music 6 nights a week, Tuesday-Sunday, with Wednesdays being reserved for an open jam. Tuesday and Thursday shows are put on hold during the summer months.",Requires Premium,https://www.facebook.com/theroyalgeorgehotel,https://instagram.com/theroyalgeorge/,,https://www.indieonthemove.com/venues/royal-george-hotel-winnipeg-manitoba,https://www.indieonthemove.com/venues/royal-george-hotel-winnipeg-manitoba,Manitoba,2026-05-03T13:55:22,venue,,,,,False,,240.0,240.0,240.0,known,known
2037 Gottingen,Halifax,NS,B3K 3B1,"2037 Gottingen Street, Halifax, NS B3K 3B1",,https://2037gottingen.ca/,"Music Venue, Bar, Night Club",All Genres,750.0,19+,1.0,"""Halifax's long-standing multi-room live music and party complex"" Most shows take place on Friday and Saturday nights. Performances are held in The Marquee Ballroom, The Seahorse Tavern, and The Local Restaurant & Bar.",Requires Premium,https://www.facebook.com/2037gottingen/,https://www.instagram.com/2037gottingen/,,https://www.indieonthemove.com/venues/2037-gottingen-halifax-nova-scotia,https://www.indieonthemove.com/venues/2037-gottingen-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:12,club,,,,,False,,750.0,750.0,750.0,known,known
High Tides Arts & Community Centre,Maitland,NS,B0N 1T0,"11 Church Hill, Maitland, NS B0N 1T0",,https://hightidescentre.org/,"Rental, Music Venue",All Genres,,,,"""High Tides Arts and Community Centre lies in the heart of the Maitland Heritage Conservancy District. The Centre consists of two buildings, the former St. David's United Church and Hall. The former church is now our Theatre. High Tides is owned and operated by The CHArt Society (Culture, Heritage & Art), a registered Canadian charity."" Shows can be held any night of the week, but are infrequent.",Requires Premium,https://www.facebook.com/HIGHTIDESCENTRE/,,,https://www.indieonthemove.com/venues/high-tides-arts-community-centre-maitland-nova-scotia,https://www.indieonthemove.com/venues/high-tides-arts-community-centre-maitland-nova-scotia,Nova Scotia,2026-05-03T13:56:18,theatre,,,,,False,,210.0,85.0,520.0,province_type_median,low
The Old Triangle Irish Alehouse,Halifax,NS,B3J 1L4,"5136 Prince Street, Halifax, NS B3J 1L4",,https://oldtriangle.com/welcome/,"Restaurant, Music Venue, Pub","Acoustic, Celtic, Classic Rock, Folk, Folk Rock, Irish, Jazz, Rock, Singer-Songwriter, Soul, Traditional",,19+,,"""The Celtic Heart of downtown Halifax, since 2000. Great food, brilliant service, and live music."" Shows are held 7 nights a week with Mondays being reserved for a regular performer. Browse additional Old Triangle Irish Alehouse locations.",Requires Premium,https://www.facebook.com/OldTriangleHFX/,https://www.instagram.com/OldTriangleHFX,George Street Music; George Street Music; George Street Music; George Street Music,https://www.indieonthemove.com/venues/the-old-triangle-irish-alehouse-halifax-nova-scotia,https://www.indieonthemove.com/venues/the-old-triangle-irish-alehouse-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:23,bar,,,,,False,,130.0,55.0,330.0,province_type_median,low
Bella Rose Arts Centre,Halifax,NS,B3S 1R1,"283 Thomas Raddall Drive, Halifax, NS B3S 1R1",,https://bellaroseartscentre.com/,"Music Venue, Rental",All Genres,600.0,,,"""Located at 283 Thomas Raddall Drive in Halifax, Nova Scotia, the Bella Rose Arts Centre is a 600-seat professional performance venue designed for the performing arts."" Shows can be held any night of the week. Age requirement can vary.",Requires Premium,https://www.facebook.com/bellaroseartscentre/,https://www.instagram.com/bellaroseartscentre,,https://www.indieonthemove.com/venues/bella-rose-arts-centre-halifax-nova-scotia,https://www.indieonthemove.com/venues/bella-rose-arts-centre-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:28,gallery,,,,,False,,600.0,600.0,600.0,known,known
Pacifico,Halifax,NS,B3J 1M6,"5171 George Street, Halifax, NS B3J 1M6",,,"Bar, Music Venue","Blues, Classic Rock, DJ, Dance, Disco, Funk, Jazz, Motown, Pop, Rock, Soul",450.0,19+,,"""Pacifico is a multifaceted venue that's one part sports bar, music venue and restaurant."" They host live music and DJs on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/PacificoBar,https://www.instagram.com/pacificohalifax/,,https://www.indieonthemove.com/venues/pacifico-halifax-nova-scotia,https://www.indieonthemove.com/venues/pacifico-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:33,bar,,,,,False,,450.0,450.0,450.0,known,known
Lunenburg Opera House,Lunenburg,NS,B4N 1R6,"290 Lincoln Street, Lunenburg, NS B4N 1R6",,https://www.folkharbour.com/lunenburg-opera-house/,"Music Venue, Rental","Acoustic, Alt Country, Americana, Bluegrass, Blues, Celtic, Folk, Gospel, Singer-Songwriter, Traditional",300.0,,,"""The Lunenburg Opera House is operated by the Lunenburg Folk Harbour Society. Which is a non-profit, volunteer-based organization. They are focused on preserving and celebrating the tradition of folk music through educational programs, youth scholarships and showcasing world-class musicians from across Canada, United States and beyond."" They host various concerts series through the year. In the Spring and Fall, they host a series called, ""Weekends at the Opera House,"" which features singer-songwriters. Shows fall on Fridays and Saturdays. During the Summer (June - September), they host an outdoor series called, ""Saturdays in the Park,"" which takes place once a week on Saturdays. Lastly, they host an annual festival called, ""Lunenburg Folk Harbour Festival!"" Featuring artists representing traditional and contemporary folk music, the festival takes place early August and lasts 3 days.",Requires Premium,https://www.facebook.com/LunenburgFolkHarbourSociety/,,Mo Kenney; Sophie Noel; Pretty Archie; Roxy & The Underground Soul Sound; The Janzen Boys; Jen Chapin,https://www.indieonthemove.com/venues/lunenburg-opera-house-lunenburg-nova-scotia,https://www.indieonthemove.com/venues/lunenburg-opera-house-lunenburg-nova-scotia,Nova Scotia,2026-05-03T13:56:37,theatre,,,,,False,,300.0,300.0,300.0,known,known
Beaver Bank Station,Beaver Bank,NS,B4G 0A7,"991 Windgate Drive, Beaver Bank, NS B4G 0A7",,https://www.beaverbankstation.com/,"Pub, Music Venue","Acoustic, Singer-Songwriter",,,,"""A full service Bar & Grill featuring a new and improved menu, daily specials and live entertainment!"" Shows are held on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/beaverbankstation/,https://www.instagram.com/thebbstation/,,https://www.indieonthemove.com/venues/beaver-bank-station-beaver-bank-nova-scotia,https://www.indieonthemove.com/venues/beaver-bank-station-beaver-bank-nova-scotia,Nova Scotia,2026-05-03T13:56:42,bar,,,,,False,,130.0,55.0,330.0,province_type_median,low
The Loose Cannon,Halifax,NS,B3J 2B3,"1566 Argyle Street, Halifax, NS B3J 2B3",,https://theloosecannon.ca/home,"Pub, Music Venue",All Genres,100.0,19+,,"""Located at 1566 Argyle Street in the center of Halifax's Entertainment District. Come and experience a true neighbourhood pub in the heart of the city. Featuring a range of Scottish Dishes and a wide selection of local and imported beer, whiskey and single malt Scotch ( Of Course ! )."" They host open mic on Tuesday nights, local bands on Thursday and Saturday nights, and a regular performer on Friday nights.",Requires Premium,,https://www.instagram.com/theloose.cannon/,,https://www.indieonthemove.com/venues/the-loose-cannon-halifax-nova-scotia,https://www.indieonthemove.com/venues/the-loose-cannon-halifax-nova-scotia,Nova Scotia,2026-05-03T13:56:47,bar,,,,,False,,100.0,100.0,100.0,known,known
Old Confidence Lodge,Riverport,NS,B0J 2W0,"3831 Nova Scotia 332, Riverport, NS B0J 2W0",,https://www.oldconfidence.ca/,"Music Venue, Recording Studio, Rental, School","Acoustic, Alt Country, Americana, Bluegrass, Blues, Country, Folk, Jazz, Old Time, Rock, Roots Music, Singer-Songwriter",150.0,,,"""Built in 1929, The Old Confidence Lodge been home to secret meetings, community dinners, dances, and wild parties. In the 2000s the space was converted into a recording studio and concert space, bringing in some of Canada’s top artists including Matt Mays, Caribou Run, Rich Aucoin, Corey Isenor and Jennah Barry. In 2022, the Lodge began its newest transformation to include its happenings to theatrical performances, voice, dance and piano classes, monthly community events, and weddings."" Shows are held on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/OldConfidenceLodge,https://www.instagram.com/oldconfidencelodge,Lookout Tower; Robert Thomas and the sessionmen; Robert Thomas and the sessionmen,https://www.indieonthemove.com/venues/old-confidence-lodge-riverport-nova-scotia,https://www.indieonthemove.com/venues/old-confidence-lodge-riverport-nova-scotia,Nova Scotia,2026-05-03T13:56:52,club,,,,,False,,150.0,150.0,150.0,known,known
